,area_type,availability,location,total_sqft,bath,balcony,price,bhk
11335,Super built-up  Area,1,Nagavara,1247.0,2.0,1.0,58.56,2
11336,Super built-up  Area,0,Thanisandra,1595.0,3.0,2.0,96.0,3
11337,Super built-up  Area,1,Kaggadasapura,1175.0,2.0,2.0,50.0,2
11339,Super built-up  Area,1,Old Airport Road,1184.0,2.0,1.0,78.0,2
11340,Super built-up  Area,1,other,1100.0,2.0,2.0,55.0,2
11341,Plot  Area,0,Kaval Byrasandra,935.0,2.0,0.0,78.0,2
11342,Built-up  Area,1,Yelahanka,1200.0,2.0,2.0,60.0,2
11344,Super built-up  Area,1,other,1000.0,2.0,1.0,45.0,2
11345,Built-up  Area,1,Uttarahalli,1000.0,2.0,0.0,52.0,2
11346,Super built-up  Area,1,Yelahanka,1705.0,3.0,2.0,85.0,3
11347,Built-up  Area,1,Tumkur Road,1060.0,2.0,2.0,58.3,3
11348,Plot  Area,1,Chikka Tirupathi,2325.0,4.0,1.0,120.0,4
11349,Super built-up  Area,0,other,1347.0,2.0,2.0,55.0,3
11351,Super built-up  Area,0,Varthur,1402.0,2.0,2.0,95.0,2
11352,Super built-up  Area,0,Whitefield,2280.0,4.0,2.0,125.0,3
11353,Super built-up  Area,1,other,1225.0,2.0,2.0,71.05,2
11354,Super built-up  Area,1,5th Phase JP Nagar,1080.0,2.0,1.0,53.0,2
11355,Built-up  Area,0,other,4000.0,7.0,2.0,90.0,7
11357,Built-up  Area,1,Begur Road,1100.0,2.0,2.0,42.6,2
11358,Super built-up  Area,1,Sarjapur  Road,2500.0,4.0,3.0,225.0,4
11359,Super built-up  Area,0,Bannerghatta Road,1200.0,2.0,2.0,78.0,2
11360,Super built-up  Area,1,Begur Road,1565.0,2.0,2.0,57.91,3
11361,Plot  Area,0,other,1200.0,3.0,0.0,78.0,2
11362,Super built-up  Area,1,Kothanur,1581.0,3.0,3.0,76.0,3
11363,Super built-up  Area,0,Whitefield,2882.0,5.0,1.0,200.0,4
11367,Super built-up  Area,1,Abbigere,985.0,2.0,1.0,38.92,2
11368,Built-up  Area,1,Sarjapur,950.0,2.0,2.0,35.0,2
11369,Super built-up  Area,1,other,1339.0,2.0,2.0,55.0,2
11370,Super built-up  Area,1,other,1449.0,3.0,1.0,72.0,3
11372,Super built-up  Area,0,other,1100.0,2.0,2.0,38.68,2
11373,Super built-up  Area,1,Hoskote,1003.5,2.0,0.0,28.095,2
11374,Built-up  Area,1,Kaval Byrasandra,2700.0,3.0,2.0,200.0,3
11375,Super built-up  Area,1,other,1100.0,2.0,3.0,55.0,2
11376,Built-up  Area,0,Electronic City,1140.0,2.0,1.0,32.92,2
11378,Super built-up  Area,1,other,3300.0,8.0,3.0,310.0,8
11379,Built-up  Area,1,Chandapura,800.0,1.0,2.0,30.0,2
11380,Built-up  Area,1,Chikkabanavar,2000.0,4.0,0.0,65.0,5
11382,Built-up  Area,1,other,1300.0,2.0,3.0,95.0,2
11383,Super built-up  Area,1,Kanakpura Road,1220.0,2.0,2.0,60.0,2
11384,Super built-up  Area,1,Sarjapur  Road,2289.0,3.0,2.0,178.0,3
11385,Super built-up  Area,0,Whitefield,1170.0,2.0,1.0,56.0,2
11386,Super built-up  Area,1,other,1350.0,2.0,2.0,89.5,2
11387,Super built-up  Area,1,Kambipura,883.0,2.0,1.0,45.0,2
11388,Built-up  Area,1,Thanisandra,1698.0,3.0,2.0,125.0,3
11389,Super built-up  Area,0,Electronic City Phase II,2187.5,4.0,0.0,105.0,4
11390,Super built-up  Area,1,Ambalipura,1060.0,2.0,1.0,58.5,2
11391,Super built-up  Area,1,Somasundara Palya,1185.0,2.0,2.0,75.0,2
11392,Super built-up  Area,0,Padmanabhanagar,2051.0,3.0,1.0,180.0,3
11393,Super built-up  Area,1,Vittasandra,1404.0,2.0,1.0,72.0,2
11394,Super built-up  Area,1,Electronic City Phase II,1252.0,2.0,1.0,67.0,2
11395,Super built-up  Area,0,Bannerghatta Road,1885.0,3.0,1.0,125.0,3
11396,Built-up  Area,1,Kaikondrahalli,3381.0,6.0,3.0,225.0,6
11397,Super built-up  Area,1,Hormavu,980.0,2.0,2.0,42.0,2
11399,Super built-up  Area,0,Banashankari,1420.0,3.0,1.0,66.0,3
11401,Built-up  Area,1,other,2312.0,3.0,2.0,156.0,3
11402,Super built-up  Area,1,Kaggadasapura,3000.0,4.0,2.0,130.0,4
11403,Built-up  Area,1,other,1175.0,2.0,1.0,70.0,2
11404,Super built-up  Area,1,other,1145.0,2.0,2.0,51.0,2
11405,Built-up  Area,1,Bhoganhalli,970.0,2.0,1.0,52.5,2
11406,Built-up  Area,0,Electronic City,1125.0,2.0,1.0,32.49,2
11407,Super built-up  Area,0,Whitefield,1639.5,3.0,0.0,92.63,3
11410,Super built-up  Area,0,Ramagondanahalli,1635.0,3.0,1.0,57.0,3
11411,Built-up  Area,1,Harlur,3425.0,3.0,1.0,320.0,3
11412,Built-up  Area,0,Hennur Road,2950.0,4.0,3.0,253.0,4
11413,Super built-up  Area,0,Jalahalli,1200.0,2.0,1.0,66.0,1
11414,Super built-up  Area,1,Kathriguppe,1335.0,2.0,2.0,73.43,3
11415,Super built-up  Area,1,Hebbal,4450.0,6.0,0.0,449.0,4
11416,Super built-up  Area,1,Yeshwanthpur,1166.0,2.0,1.0,64.08,2
11418,Super built-up  Area,1,Shivaji Nagar,1460.0,2.0,1.0,90.0,3
11419,Super built-up  Area,1,other,1690.0,3.0,3.0,50.0,3
11420,Plot  Area,1,other,1386.0,3.0,2.0,93.0,4
11421,Super built-up  Area,1,other,1090.0,2.0,2.0,32.0,2
11422,Super built-up  Area,0,Thanisandra,1732.0,3.0,1.0,85.73,3
11423,Super built-up  Area,1,Whitefield,1390.0,2.0,1.0,72.0,2
11424,Built-up  Area,1,Sector 2 HSR Layout,1095.0,2.0,1.0,85.41,2
11425,Super built-up  Area,0,Kengeri,416.0,1.0,1.0,17.19,1
11426,Super built-up  Area,1,other,2400.0,2.0,3.0,50.0,3
11427,Built-up  Area,1,Yelahanka,1350.0,2.0,3.0,85.0,3
11428,Built-up  Area,1,Bannerghatta Road,1453.0,2.0,2.0,73.0,3
11429,Super built-up  Area,1,Thanisandra,1226.0,2.0,1.0,65.0,2
11431,Super built-up  Area,1,Hegde Nagar,1168.0,2.0,1.0,68.0,3
11432,Super built-up  Area,0,Bannerghatta,1776.0,3.0,2.0,124.0,3
11433,Built-up  Area,1,Whitefield,1634.0,3.0,2.0,68.0,3
11434,Plot  Area,1,Hormavu,860.0,2.0,0.0,56.0,2
11436,Super built-up  Area,1,Nagasandra,1650.0,3.0,2.0,95.0,3
11437,Super built-up  Area,1,Whitefield,1190.0,2.0,1.0,70.0,2
11438,Super built-up  Area,0,JP Nagar,1133.0,2.0,1.0,33.99,2
11439,Super built-up  Area,1,other,1559.0,3.0,2.0,62.0,3
11440,Plot  Area,1,Horamavu Banaswadi,1448.0,4.0,0.0,118.0,3
11442,Super built-up  Area,1,Kodichikkanahalli,976.0,2.0,1.0,50.0,2
11444,Super built-up  Area,1,Yelahanka,1590.0,2.0,2.0,54.0,3
11445,Super built-up  Area,0,Binny Pete,2940.0,6.0,2.0,201.0,4
11446,Built-up  Area,1,Yelahanka,1633.0,3.0,2.0,110.0,3
11447,Super built-up  Area,0,Ramagondanahalli,1151.0,2.0,2.0,46.0,2
11448,Super built-up  Area,1,Kereguddadahalli,1400.0,2.0,2.0,42.0,3
11449,Super built-up  Area,0,Uttarahalli,1037.0,2.0,1.0,36.0,2
11450,Super built-up  Area,1,Thanisandra,1188.0,2.0,1.0,36.0,2
11451,Super built-up  Area,1,other,1060.0,2.0,1.0,52.0,2
11452,Super built-up  Area,1,Thigalarapalya,2215.0,4.0,2.0,162.0,3
11453,Super built-up  Area,1,Hennur,1255.0,2.0,2.0,54.5,2
11455,Super built-up  Area,1,Hormavu,1075.0,2.0,1.0,53.7,2
11456,Super built-up  Area,0,Harlur,2569.0,5.0,3.0,180.0,4
11457,Super built-up  Area,0,ITPL,900.0,2.0,1.0,27.0,2
11458,Super built-up  Area,0,Kudlu Gate,1183.0,2.0,1.0,79.54,2
11459,Super built-up  Area,1,HSR Layout,1100.0,2.0,2.0,44.0,2
11460,Super built-up  Area,1,GM Palaya,1643.0,2.0,2.0,70.0,3
11461,Super built-up  Area,1,other,1500.0,2.0,2.0,120.0,3
11462,Super built-up  Area,1,Jakkur,1291.0,2.0,1.0,75.0,2
11463,Plot  Area,0,Hennur,1150.0,3.0,2.0,80.0,3
11464,Super built-up  Area,1,Electronic City,1060.0,2.0,1.0,55.0,2
11465,Super built-up  Area,1,7th Phase JP Nagar,1575.0,2.0,2.0,110.0,3
11467,Built-up  Area,1,other,1700.0,3.0,2.0,55.0,4
11468,Super built-up  Area,1,Mahadevpura,1236.0,2.0,1.0,58.0,2
11469,Built-up  Area,1,Ramamurthy Nagar,1350.0,2.0,2.0,39.0,3
11471,Built-up  Area,1,Pai Layout,3800.0,6.0,2.0,175.0,6
11472,Built-up  Area,1,Haralur Road,4694.0,5.0,2.0,375.0,4
11473,Built-up  Area,0,Electronic City,1200.0,2.0,1.0,34.66,2
11474,Plot  Area,1,Hulimavu,1200.0,4.0,1.0,75.0,4
11475,Built-up  Area,1,Harlur,1225.0,2.0,2.0,56.0,2
11476,Super built-up  Area,0,Thanisandra,1056.0,2.0,1.0,75.0,2
11477,Super built-up  Area,0,9th Phase JP Nagar,1240.0,2.0,2.0,42.85,3
11478,Super built-up  Area,0,Banashankari,1200.0,3.0,2.0,74.52,3
11479,Super built-up  Area,0,Kudlu Gate,1850.0,3.0,2.0,110.0,3
11480,Super built-up  Area,1,other,3150.0,4.0,3.0,180.0,4
11481,Built-up  Area,1,other,1200.0,1.0,0.0,39.82,1
11484,Super built-up  Area,0,Chandapura,1185.0,2.0,2.0,30.22,3
11485,Super built-up  Area,1,Jigani,918.0,2.0,2.0,56.0,2
11486,Super built-up  Area,1,other,1330.0,2.0,2.0,68.0,3
11487,Built-up  Area,1,Munnekollal,1540.0,2.0,3.0,70.0,3
11488,Super built-up  Area,1,Lakshminarayana Pura,1200.0,2.0,2.0,80.0,2
11489,Super built-up  Area,0,other,927.0,2.0,2.0,37.0,2
11490,Built-up  Area,0,Sarjapur,2585.5,4.0,0.0,115.0,4
11491,Super built-up  Area,1,CV Raman Nagar,1400.0,2.0,2.0,78.0,3
11492,Super built-up  Area,1,Hosur Road,1345.0,2.0,2.0,106.0,2
11494,Super built-up  Area,1,8th Phase JP Nagar,1510.0,2.0,3.0,80.0,2
11496,Super built-up  Area,0,Kanakpura Road,525.0,2.0,2.0,27.0,1
11497,Plot  Area,0,ITPL,1500.0,3.0,1.0,61.52,3
11498,Super built-up  Area,0,Yelahanka,827.5,1.0,0.0,42.535,1
11499,Super built-up  Area,1,Vidyaranyapura,1100.0,2.0,2.0,72.0,3
11500,Built-up  Area,1,other,1200.0,3.0,1.0,68.0,3
11501,Super built-up  Area,0,Kanakpura Road,1100.0,3.0,2.0,53.0,3
11502,Carpet  Area,0,Hormavu,2282.0,4.0,0.0,115.0,4
11503,Built-up  Area,1,other,760.0,2.0,1.0,37.49,2
11504,Plot  Area,1,Sarjapur,2172.0,3.0,0.0,100.0,3
11505,Super built-up  Area,1,other,3800.0,6.0,2.0,390.0,6
11507,Super built-up  Area,1,8th Phase JP Nagar,3300.0,3.0,2.0,165.0,3
11508,Super built-up  Area,0,Thubarahalli,1242.0,3.0,1.0,51.0,3
11510,Super built-up  Area,1,Uttarahalli,1245.0,2.0,2.0,43.58,3
11511,Built-up  Area,1,Kadugodi,1088.0,2.0,2.0,44.0,2
11512,Built-up  Area,1,Sahakara Nagar,1200.0,2.0,0.0,46.0,2
11513,Plot  Area,1,TC Palaya,1995.0,3.0,1.0,100.0,3
11514,Super built-up  Area,1,Haralur Road,1309.0,2.0,1.0,82.0,2
11516,Super built-up  Area,1,7th Phase JP Nagar,2100.0,3.0,2.0,200.0,3
11517,Plot  Area,1,other,880.0,1.0,0.0,90.0,2
11519,Super built-up  Area,0,other,1250.0,3.0,2.0,42.0,3
11520,Super built-up  Area,1,Hebbal,3520.0,5.0,2.0,240.0,3
11521,Super built-up  Area,1,5th Phase JP Nagar,1041.0,2.0,2.0,54.0,2
11522,Super built-up  Area,1,Sarjapur  Road,1505.0,2.0,2.0,60.0,3
11523,Super built-up  Area,0,Bannerghatta,1776.0,3.0,2.0,150.0,3
11524,Super built-up  Area,1,Bellandur,1767.0,3.0,2.0,89.0,3
11525,Super built-up  Area,1,other,1293.0,2.0,2.0,80.0,2
11526,Super built-up  Area,1,Kengeri,1320.0,2.0,1.0,50.0,2
11527,Built-up  Area,1,other,1280.0,2.0,2.0,68.48,2
11528,Super built-up  Area,0,Thanisandra,1245.0,2.0,1.0,83.05,2
11529,Super built-up  Area,1,Haralur Road,1027.0,1.0,2.0,44.0,2
11530,Built-up  Area,1,Yelenahalli,1200.0,2.0,2.0,46.17,2
11531,Super built-up  Area,0,Kanakpura Road,1100.0,3.0,2.0,58.0,3
11532,Plot  Area,1,other,1065.0,3.0,1.0,72.0,3
11533,Super built-up  Area,0,Kannamangala,1814.0,3.0,1.0,129.0,3
11534,Super built-up  Area,1,Ramagondanahalli,1610.0,2.0,1.0,112.0,3
11535,Built-up  Area,1,Kumaraswami Layout,850.0,1.0,1.0,78.0,1
11536,Super built-up  Area,0,Kasavanhalli,1600.0,3.0,3.0,79.0,3
11537,Super built-up  Area,1,other,3200.0,4.0,2.0,140.0,3
11538,Built-up  Area,1,other,1250.0,2.0,1.0,77.13,3
11539,Super built-up  Area,1,Haralur Road,1243.0,2.0,2.0,46.0,2
11540,Super built-up  Area,1,Kanakpura Road,1452.0,3.0,3.0,60.98,3
11541,Super built-up  Area,1,other,1475.0,3.0,3.0,75.0,3
11542,Super built-up  Area,1,Electronic City,1353.0,2.0,3.0,75.0,2
11543,Carpet  Area,1,other,2100.0,3.0,0.0,210.0,4
11544,Super built-up  Area,0,Electronics City Phase 1,1750.0,3.0,2.0,58.0,3
11546,Built-up  Area,1,Sahakara Nagar,1270.0,2.0,1.0,96.0,2
11547,Built-up  Area,1,Battarahalli,2700.0,3.0,0.0,75.0,4
11549,Built-up  Area,0,Thanisandra,2695.0,4.0,3.0,188.0,4
11550,Super built-up  Area,1,other,1330.0,3.0,2.0,65.0,3
11551,Built-up  Area,1,Electronic City,660.0,1.0,0.0,18.0,2
11552,Super built-up  Area,1,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2
11553,Built-up  Area,1,Gubbalala,4000.0,5.0,1.0,195.0,4
11554,Super built-up  Area,1,Kanakpura Road,1700.0,3.0,2.0,75.0,3
11555,Built-up  Area,1,Kasavanhalli,1585.0,2.0,2.0,90.0,2
11556,Super built-up  Area,1,Kothanur,1385.0,3.0,3.0,67.0,3
11557,Super built-up  Area,0,Electronic City,1128.0,2.0,1.0,67.0,2
11560,Super built-up  Area,1,HSR Layout,1203.0,2.0,2.0,60.0,2
11561,Super built-up  Area,1,Mallasandra,905.0,2.0,1.0,35.0,2
11562,Super built-up  Area,0,Hennur Road,1450.0,3.0,2.0,79.0,3
11563,Super built-up  Area,1,Varthur,1105.0,2.0,3.0,38.0,2
11564,Plot  Area,0,Channasandra,1200.0,2.0,1.0,46.13,2
11565,Super built-up  Area,1,Jalahalli,1530.0,2.0,3.0,89.0,3
11566,Super built-up  Area,1,Whitefield,1105.0,2.0,1.0,35.4,2
11567,Super built-up  Area,0,Dasarahalli,1333.0,2.0,1.0,78.56,2
11568,Built-up  Area,0,other,1065.0,2.0,2.0,45.0,2
11570,Super built-up  Area,1,Haralur Road,1243.0,2.0,2.0,46.0,2
11571,Super built-up  Area,0,Old Madras Road,1530.0,3.0,2.0,76.34,3
11572,Plot  Area,1,Margondanahalli,1200.0,2.0,1.0,65.0,2
11573,Super built-up  Area,1,Whitefield,1270.0,2.0,1.0,94.0,2
11574,Super built-up  Area,1,Bellandur,1830.0,3.0,3.0,89.0,3
11575,Super built-up  Area,1,Chandapura,900.0,2.0,3.0,35.0,2
11576,Plot  Area,1,Attibele,2400.0,2.0,2.0,250.0,4
11577,Plot  Area,1,other,7000.0,6.0,2.0,560.0,6
11578,Super built-up  Area,1,Bannerghatta Road,1450.0,2.0,2.0,78.0,3
11579,Super built-up  Area,1,other,1525.0,3.0,3.0,65.0,3
11580,Built-up  Area,1,Mahalakshmi Layout,1080.0,2.0,1.0,67.0,2
11581,Built-up  Area,1,other,1220.0,2.0,2.0,72.0,2
11582,Super built-up  Area,1,Begur Road,1200.0,2.0,2.0,44.4,2
11583,Super built-up  Area,1,Bommanahalli,1355.0,2.0,0.0,73.17,2
11585,Super built-up  Area,1,other,1500.0,2.0,2.0,60.0,2
11586,Built-up  Area,1,Koramangala,1355.0,2.0,2.0,95.0,2
11587,Built-up  Area,0,Electronic City,1070.0,2.0,1.0,57.0,2
11588,Super built-up  Area,1,CV Raman Nagar,1980.0,4.0,1.0,180.0,3
11589,Super built-up  Area,1,Bommasandra,842.0,2.0,2.0,30.0,2
11590,Super built-up  Area,1,Bannerghatta Road,700.0,1.0,1.0,31.2,1
11591,Built-up  Area,1,other,2500.0,4.0,2.0,65.0,3
11592,Built-up  Area,1,other,1884.0,3.0,2.0,95.0,3
11593,Built-up  Area,1,other,1100.0,2.0,2.0,75.0,2
11594,Super built-up  Area,1,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2
11595,Super built-up  Area,1,Budigere,1820.0,3.0,2.0,85.0,3
11597,Super built-up  Area,1,Thanisandra,1185.0,2.0,2.0,43.5,2
11598,Super built-up  Area,1,Varthur,2145.0,3.0,2.0,170.0,3
11599,Super built-up  Area,1,Whitefield,1220.0,2.0,1.0,89.0,2
11600,Super built-up  Area,1,Whitefield,1116.0,2.0,3.0,51.91,2
11601,Super built-up  Area,1,6th Phase JP Nagar,1192.0,2.0,3.0,75.0,2
11602,Super built-up  Area,1,Marathahalli,1449.0,3.0,2.0,110.0,3
11603,Plot  Area,1,Ardendale,2500.0,3.0,1.0,250.0,3
11604,Built-up  Area,1,Electronic City,1700.0,3.0,2.0,90.0,3
11605,Super built-up  Area,0,Hebbal,1920.0,3.0,2.0,150.0,3
11606,Plot  Area,1,other,1350.0,2.0,0.0,90.0,2
11607,Plot  Area,1,other,4800.0,5.0,2.0,350.0,4
11608,Built-up  Area,1,other,1700.0,3.0,2.0,74.0,3
11609,Super built-up  Area,0,Hoodi,1447.0,3.0,2.0,76.0,2
11610,Super built-up  Area,0,Kanakpura Road,1329.0,2.0,1.0,107.0,2
11611,Built-up  Area,1,Sarjapur  Road,1314.0,2.0,2.0,70.44,3
11612,Plot  Area,1,other,1200.0,3.0,2.0,110.0,3
11614,Super built-up  Area,0,Hosa Road,1513.0,3.0,1.0,103.0,3
11616,Super built-up  Area,1,Vittasandra,1246.0,2.0,1.0,67.5,2
11617,Super built-up  Area,1,other,705.0,1.0,1.0,65.0,1
11618,Super built-up  Area,1,Dasarahalli,1220.0,2.0,2.0,62.0,2
11619,Super built-up  Area,1,Yelahanka New Town,1800.0,2.0,1.0,45.0,3
11620,Super built-up  Area,1,Kaval Byrasandra,1400.0,3.0,2.0,75.0,3
11621,Super built-up  Area,1,Kasavanhalli,1245.0,2.0,2.0,80.0,2
11622,Super built-up  Area,1,other,1495.0,2.0,1.0,63.0,3
11624,Built-up  Area,1,Gollarapalya Hosahalli,996.0,2.0,2.0,36.5,2
11625,Built-up  Area,1,Yelahanka New Town,1000.0,2.0,1.0,44.0,2
11626,Built-up  Area,1,other,1250.0,2.0,3.0,75.0,2
11627,Super built-up  Area,0,Chandapura,975.0,2.0,1.0,24.86,2
11628,Super built-up  Area,1,Thanisandra,1261.0,2.0,1.0,80.0,3
11629,Built-up  Area,1,Electronics City Phase 1,1080.0,2.0,2.0,46.0,2
11630,Super built-up  Area,1,other,1230.0,2.0,1.0,50.0,2
11631,Super built-up  Area,0,Kammasandra,982.0,2.0,2.0,25.53,2
11632,Super built-up  Area,0,Bommasandra,1260.0,3.0,1.0,49.36,3
11633,Super built-up  Area,1,HSR Layout,1590.0,2.0,2.0,135.0,3
11634,Super built-up  Area,1,Horamavu Agara,1220.0,2.0,2.0,39.0,2
11635,Super built-up  Area,0,Electronic City Phase II,1320.0,2.0,1.0,38.12,3
11636,Super built-up  Area,1,Green Glen Layout,1750.0,3.0,2.0,105.0,3
11637,Super built-up  Area,1,Whitefield,1436.0,2.0,3.0,62.15,3
11638,Plot  Area,0,TC Palaya,1200.0,2.0,0.0,66.0,3
11639,Super built-up  Area,1,Malleshwaram,1500.0,2.0,2.0,140.0,2
11640,Super built-up  Area,1,Varthur,1560.0,3.0,2.0,90.0,3
11642,Super built-up  Area,1,other,1275.0,2.0,2.0,59.0,2
11643,Super built-up  Area,1,other,1040.0,2.0,2.0,36.4,2
11644,Super built-up  Area,1,Bellandur,2400.0,3.0,2.0,115.0,3
11646,Plot  Area,0,Kaggalipura,3150.0,5.0,1.0,212.0,4
11647,Super built-up  Area,1,Karuna Nagar,1960.0,3.0,2.0,165.0,3
11648,Super built-up  Area,1,JP Nagar,3200.0,5.0,3.0,309.0,4
11649,Super built-up  Area,1,Yeshwanthpur,1195.0,2.0,2.0,100.0,2
11650,Super built-up  Area,1,Yelahanka,1195.0,2.0,0.0,53.105,2
11651,Super built-up  Area,1,Hosakerehalli,4500.0,5.0,2.0,145.0,5
11654,Super built-up  Area,0,other,648.0,1.0,1.0,40.0,1
11655,Super built-up  Area,1,Sarjapur  Road,2100.0,3.0,2.0,130.0,3
11657,Super built-up  Area,1,Kudlu,1027.0,2.0,1.0,44.0,2
11659,Super built-up  Area,0,Bommasandra,1365.0,3.0,1.0,52.82,3
11660,Super built-up  Area,1,Yelahanka New Town,650.0,1.0,1.0,18.0,1
11661,Plot  Area,0,Chandapura,1200.0,2.0,1.0,52.0,3
11662,Super built-up  Area,1,Cooke Town,1100.0,2.0,3.0,90.0,2
11663,Built-up  Area,1,7th Phase JP Nagar,1075.0,2.0,1.0,57.0,3
11664,Super built-up  Area,1,Banashankari,1100.0,2.0,1.0,63.0,2
11665,Super built-up  Area,1,other,1320.0,2.0,1.0,58.0,3
11666,Super built-up  Area,1,Kammasandra,1500.0,3.0,2.0,65.0,3
11669,Super built-up  Area,1,Vittasandra,1246.0,2.0,1.0,67.5,2
11670,Super built-up  Area,0,Bhoganhalli,1718.0,3.0,2.0,90.2,3
11671,Super built-up  Area,1,Bisuvanahalli,1075.0,2.0,1.0,32.0,3
11672,Super built-up  Area,0,other,1480.0,3.0,1.0,75.48,3
11673,Super built-up  Area,1,other,500.0,1.0,1.0,13.0,1
11675,Plot  Area,0,Kaikondrahalli,1200.0,4.0,2.0,125.0,4
11676,Super built-up  Area,1,Kanakpura Road,1041.0,2.0,1.0,36.44,2
11677,Super built-up  Area,1,other,1128.0,2.0,2.0,48.4,2
11678,Super built-up  Area,1,Hosur Road,1685.0,3.0,1.0,90.0,3
11679,Super built-up  Area,1,other,1180.0,2.0,2.0,65.0,2
11680,Built-up  Area,1,other,1200.0,2.0,1.0,60.0,2
11681,Super built-up  Area,0,other,1250.0,3.0,2.0,39.5,3
11682,Super built-up  Area,0,Kanakpura Road,900.0,2.0,1.0,41.0,2
11683,Built-up  Area,1,other,1000.0,2.0,1.0,45.0,2
11686,Super built-up  Area,1,Vittasandra,1404.0,2.0,1.0,70.0,2
11687,Super built-up  Area,1,Ramagondanahalli,1610.0,2.0,2.0,115.0,3
11688,Super built-up  Area,0,Varthur,1760.0,2.0,1.0,85.0,2
11689,Super built-up  Area,1,other,975.0,2.0,1.0,55.0,2
11690,Built-up  Area,1,other,1190.0,2.0,2.0,42.0,2
11691,Built-up  Area,1,Kudlu,1110.0,2.0,1.0,46.0,2
11693,Super built-up  Area,0,Gunjur,1235.0,2.0,2.0,44.5,2
11694,Super built-up  Area,1,other,1275.0,2.0,3.0,55.0,2
11695,Built-up  Area,1,other,1115.0,2.0,1.0,115.0,2
11696,Super built-up  Area,1,Harlur,1197.0,2.0,1.0,76.0,2
11697,Super built-up  Area,0,Begur Road,644.0,1.0,1.0,32.0,1
11698,Super built-up  Area,1,Bellandur,1251.0,2.0,3.0,47.0,2
11699,Super built-up  Area,0,Neeladri Nagar,1105.0,2.0,2.0,30.0,2
11700,Super built-up  Area,0,other,1080.0,2.0,2.0,38.0,2
11701,Super built-up  Area,1,Kudlu,2100.0,3.0,1.0,114.0,4
11703,Super built-up  Area,1,NRI Layout,1731.0,3.0,3.0,64.11,3
11704,Super built-up  Area,1,Hormavu,1206.0,2.0,1.0,55.0,2
11705,Super built-up  Area,1,Choodasandra,1560.0,3.0,2.0,78.0,3
11706,Super built-up  Area,1,7th Phase JP Nagar,750.0,1.0,2.0,47.0,1
11707,Built-up  Area,1,Billekahalli,1035.0,2.0,2.0,90.0,2
11709,Super built-up  Area,1,Sarjapur  Road,702.0,1.0,0.0,35.8,1
11710,Plot  Area,1,Attibele,1700.0,3.0,1.0,65.0,3
11711,Super built-up  Area,1,HRBR Layout,1145.0,2.0,2.0,68.5,2
11712,Super built-up  Area,1,Ramamurthy Nagar,1208.0,2.0,2.0,43.5,3
11713,Super built-up  Area,1,Brookefield,1589.0,3.0,2.0,74.0,3
11715,Super built-up  Area,1,Yelahanka New Town,1426.0,2.0,2.0,61.5,3
11716,Super built-up  Area,1,Green Glen Layout,1885.0,3.0,2.0,135.0,3
11717,Super built-up  Area,0,Old Madras Road,935.0,2.0,0.0,37.77,2
11718,Super built-up  Area,0,Old Madras Road,1171.0,2.0,2.0,73.0,2
11719,Super built-up  Area,1,Singasandra,1465.0,2.0,3.0,60.0,2
11720,Super built-up  Area,1,Budigere,1820.0,3.0,2.0,95.0,3
11721,Super built-up  Area,1,Raja Rajeshwari Nagar,1580.0,2.0,2.0,66.85,3
11722,Super built-up  Area,1,Whitefield,1452.0,2.0,2.0,46.29,3
11723,Super built-up  Area,1,Hennur Road,1445.0,2.0,1.0,89.56,3
11724,Super built-up  Area,1,other,1170.0,2.0,1.0,39.0,2
11725,Super built-up  Area,1,other,1070.0,2.0,1.0,50.0,2
11726,Super built-up  Area,0,Kanakpura Road,1100.0,3.0,2.0,53.0,3
11727,Super built-up  Area,0,Kothanur,1140.0,2.0,2.0,56.0,2
11728,Built-up  Area,1,Rachenahalli,2600.0,3.0,2.0,160.0,3
11729,Super built-up  Area,1,other,1532.0,3.0,2.0,59.75,3
11730,Super built-up  Area,1,other,1150.0,2.0,1.0,46.0,2
11731,Super built-up  Area,1,Jakkur,1473.0,2.0,1.0,85.0,2
11732,Super built-up  Area,1,Kathriguppe,1350.0,3.0,2.0,80.99,3
11734,Super built-up  Area,0,CV Raman Nagar,1980.0,4.0,2.0,166.0,3
11735,Super built-up  Area,0,Hoodi,1660.0,3.0,2.0,128.0,3
11736,Plot  Area,1,Kogilu,2456.0,7.0,2.0,85.0,7
11737,Super built-up  Area,1,Chamrajpet,650.0,2.0,2.0,45.0,2
11738,Plot  Area,1,Neeladri Nagar,4000.0,5.0,2.0,425.0,5
11740,Super built-up  Area,1,other,1495.0,3.0,2.0,90.0,3
11741,Super built-up  Area,1,R.T. Nagar,1080.0,2.0,1.0,48.0,2
11742,Super built-up  Area,1,Electronic City,1521.0,2.0,2.0,57.5,3
11743,Built-up  Area,1,other,1053.0,2.0,0.0,51.0,2
11746,Super built-up  Area,1,7th Phase JP Nagar,1050.0,2.0,1.0,42.0,2
11747,Super built-up  Area,1,Thanisandra,1430.0,2.0,2.0,51.48,3
11748,Built-up  Area,1,Begur,2400.0,3.0,2.0,12.0,3
11749,Super built-up  Area,0,other,1250.0,3.0,2.0,39.0,3
11750,Plot  Area,1,other,1200.0,2.0,1.0,75.0,4
